id;status;total_price;payment_method;payment_reference;customer_details_id
38204;COMPLETED;7.06;IDEAL;jcb;780
38205;PENDING;1.75;IDEAL;mastercard;284
38206;COMPLETED;3.63;IDEAL;jcb;588
38207;REFUNDED;4.66;IDEAL;visa;474
38208;CANCELLED;9.55;CREDIT_CARD;visa;923
38209;REFUNDED;1.78;CREDIT_CARD;switch;131
38210;COMPLETED;6.86;IDEAL;jcb;122
38211;REFUNDED;7.69;CREDIT_CARD;jcb;384
38212;COMPLETED;1.20;CREDIT_CARD;jcb;935
38213;CANCELLED;9.27;IDEAL;jcb;530
38214;REFUNDED;8.04;CREDIT_CARD;visa;72
38215;COMPLETED;0.48;IDEAL;visa;874
38216;REFUNDED;7.72;IDEAL;maestro;734
38217;PENDING;1.17;IDEAL;laser;658
38218;COMPLETED;8.20;IDEAL;switch;955
38219;PENDING;4.29;IDEAL;jcb;635
38220;PENDING;6.30;IDEAL;switch;869
38221;PENDING;0.20;CREDIT_CARD;diners-club-enroute;221
38222;PAID;1.14;CREDIT_CARD;china-unionpay;882
38223;PENDING;0.73;CREDIT_CARD;mastercard;507
38224;COMPLETED;4.16;IDEAL;jcb;97
38225;PAID;1.31;CREDIT_CARD;jcb;918
38226;CANCELLED;8.51;IDEAL;diners-club-carte-blanche;712
38227;PAID;0.99;CREDIT_CARD;mastercard;888
38228;PENDING;1.30;CREDIT_CARD;china-unionpay;883
38229;PAID;0.37;CREDIT_CARD;jcb;139
38230;PENDING;3.32;CREDIT_CARD;visa-electron;546
38231;COMPLETED;5.72;IDEAL;visa-electron;254
38232;PAID;1.87;IDEAL;americanexpress;985
38233;PAID;3.08;CREDIT_CARD;visa;667
38234;CANCELLED;1.91;CREDIT_CARD;visa-electron;750
38235;REFUNDED;2.50;CREDIT_CARD;mastercard;795
38236;PENDING;6.98;IDEAL;mastercard;167
38237;PAID;4.27;CREDIT_CARD;china-unionpay;340
38238;PAID;3.87;IDEAL;jcb;505
38239;CANCELLED;8.05;CREDIT_CARD;americanexpress;409
38240;REFUNDED;5.82;CREDIT_CARD;jcb;895
38241;CANCELLED;0.32;CREDIT_CARD;diners-club-carte-blanche;344
38242;COMPLETED;0.54;CREDIT_CARD;jcb;409
38243;PAID;8.07;CREDIT_CARD;americanexpress;282
38244;PAID;2.46;CREDIT_CARD;visa;382
38245;CANCELLED;7.90;CREDIT_CARD;mastercard;307
38246;COMPLETED;5.72;IDEAL;jcb;912
38247;CANCELLED;4.54;CREDIT_CARD;jcb;786
38248;PAID;8.52;IDEAL;jcb;616
38249;COMPLETED;0.23;CREDIT_CARD;china-unionpay;426
38250;COMPLETED;5.90;CREDIT_CARD;jcb;432
38251;PAID;5.62;CREDIT_CARD;maestro;551
38252;CANCELLED;8.77;CREDIT_CARD;bankcard;253
38253;REFUNDED;5.59;IDEAL;americanexpress;461
38254;COMPLETED;6.14;CREDIT_CARD;mastercard;753
38255;CANCELLED;4.41;CREDIT_CARD;maestro;212
38256;CANCELLED;8.77;IDEAL;jcb;449
38257;PAID;3.80;CREDIT_CARD;diners-club-carte-blanche;861
38258;REFUNDED;9.13;CREDIT_CARD;mastercard;530
38259;CANCELLED;3.95;IDEAL;diners-club-enroute;128
38260;PAID;4.84;CREDIT_CARD;americanexpress;11
38261;REFUNDED;1.40;IDEAL;maestro;798
38262;REFUNDED;7.64;IDEAL;maestro;972
38263;CANCELLED;2.62;IDEAL;bankcard;805
38264;COMPLETED;5.79;CREDIT_CARD;solo;959
38265;PAID;5.93;IDEAL;jcb;349
38266;PENDING;5.57;CREDIT_CARD;visa;992
38267;COMPLETED;4.22;IDEAL;jcb;710
38268;COMPLETED;6.13;CREDIT_CARD;instapayment;485
38269;PAID;1.15;IDEAL;maestro;937
38270;REFUNDED;9.65;CREDIT_CARD;jcb;479
38271;PAID;7.70;CREDIT_CARD;mastercard;62
38272;COMPLETED;5.69;IDEAL;jcb;682
38273;PAID;1.33;CREDIT_CARD;visa-electron;780
38274;REFUNDED;0.70;IDEAL;jcb;321
38275;PENDING;7.98;IDEAL;jcb;550
38276;PENDING;3.94;IDEAL;mastercard;824
38277;REFUNDED;6.89;CREDIT_CARD;visa;557
38278;PAID;0.64;CREDIT_CARD;jcb;732
38279;CANCELLED;1.63;CREDIT_CARD;china-unionpay;60
38280;COMPLETED;8.61;IDEAL;jcb;330
38281;REFUNDED;0.27;CREDIT_CARD;solo;522
38282;REFUNDED;0.61;CREDIT_CARD;jcb;983
38283;PENDING;6.57;IDEAL;jcb;253
38284;CANCELLED;2.48;CREDIT_CARD;jcb;518
38285;REFUNDED;5.79;IDEAL;china-unionpay;582
38286;CANCELLED;7.44;IDEAL;jcb;746
38287;REFUNDED;2.22;IDEAL;mastercard;355
38288;PAID;6.48;IDEAL;instapayment;893
38289;COMPLETED;4.73;CREDIT_CARD;visa-electron;839
38290;COMPLETED;1.17;CREDIT_CARD;jcb;868
38291;PENDING;5.72;CREDIT_CARD;jcb;78
38292;COMPLETED;0.90;IDEAL;americanexpress;728
38293;PAID;7.03;CREDIT_CARD;solo;897
38294;COMPLETED;7.61;IDEAL;visa-electron;64
38295;PENDING;6.82;CREDIT_CARD;bankcard;609
38296;PENDING;7.87;CREDIT_CARD;switch;656
38297;COMPLETED;8.72;CREDIT_CARD;mastercard;903
38298;REFUNDED;9.30;IDEAL;jcb;866
38299;CANCELLED;0.02;IDEAL;jcb;477
38300;REFUNDED;0.32;CREDIT_CARD;china-unionpay;469
38301;REFUNDED;6.16;IDEAL;jcb;656
38302;PAID;7.46;IDEAL;mastercard;110
38303;CANCELLED;9.39;CREDIT_CARD;maestro;916
38304;COMPLETED;1.83;CREDIT_CARD;mastercard;659
38305;COMPLETED;9.37;CREDIT_CARD;china-unionpay;961
38306;REFUNDED;1.99;IDEAL;jcb;512
38307;CANCELLED;2.33;CREDIT_CARD;jcb;570
38308;PAID;6.34;IDEAL;maestro;511
38309;PAID;5.75;CREDIT_CARD;china-unionpay;559
38310;REFUNDED;6.01;IDEAL;jcb;690
38311;PENDING;5.60;CREDIT_CARD;mastercard;585
38312;CANCELLED;2.55;CREDIT_CARD;diners-club-enroute;338
38313;PENDING;4.88;IDEAL;jcb;551
38314;REFUNDED;2.39;IDEAL;solo;84
38315;PENDING;7.71;CREDIT_CARD;bankcard;129
38316;PENDING;2.94;CREDIT_CARD;jcb;756
38317;COMPLETED;1.72;CREDIT_CARD;jcb;537
38318;PENDING;6.54;CREDIT_CARD;mastercard;617
38319;PAID;3.94;IDEAL;maestro;490
38320;PENDING;1.76;IDEAL;jcb;996
38321;COMPLETED;6.31;CREDIT_CARD;diners-club-enroute;281
38322;PENDING;0.40;CREDIT_CARD;diners-club-enroute;189
38323;CANCELLED;9.84;IDEAL;mastercard;236
38324;REFUNDED;3.83;IDEAL;diners-club-enroute;198
38325;PAID;3.57;CREDIT_CARD;jcb;305
38326;PAID;3.14;CREDIT_CARD;maestro;26
38327;REFUNDED;3.77;CREDIT_CARD;jcb;587
38328;PAID;2.80;IDEAL;jcb;669
38329;PAID;3.07;CREDIT_CARD;mastercard;701
38330;REFUNDED;5.46;CREDIT_CARD;jcb;381
38331;REFUNDED;9.85;CREDIT_CARD;jcb;64
38332;CANCELLED;9.31;IDEAL;diners-club-us-ca;308
38333;REFUNDED;0.80;IDEAL;jcb;828
38334;REFUNDED;4.53;CREDIT_CARD;diners-club-international;727
38335;CANCELLED;9.36;CREDIT_CARD;jcb;279
38336;CANCELLED;3.71;IDEAL;jcb;539
38337;PENDING;0.30;CREDIT_CARD;visa;924
38338;REFUNDED;2.22;IDEAL;jcb;897
38339;PAID;7.21;IDEAL;maestro;117
38340;PENDING;8.47;IDEAL;solo;284
38341;COMPLETED;4.79;CREDIT_CARD;maestro;282
38342;PAID;3.28;CREDIT_CARD;jcb;810
38343;PAID;8.78;CREDIT_CARD;diners-club-international;489
38344;REFUNDED;5.40;CREDIT_CARD;visa-electron;512
38345;PAID;6.59;CREDIT_CARD;diners-club-carte-blanche;489
38346;PENDING;1.84;CREDIT_CARD;maestro;542
38347;PAID;8.53;IDEAL;jcb;764
38348;CANCELLED;6.02;IDEAL;diners-club-enroute;372
38349;PENDING;1.43;CREDIT_CARD;china-unionpay;98
38350;CANCELLED;4.99;CREDIT_CARD;jcb;537
38351;CANCELLED;0.46;CREDIT_CARD;jcb;257
38352;CANCELLED;8.89;CREDIT_CARD;china-unionpay;881
38353;CANCELLED;6.81;CREDIT_CARD;jcb;25
38354;CANCELLED;8.06;CREDIT_CARD;jcb;877
38355;PENDING;2.77;CREDIT_CARD;bankcard;593
38356;REFUNDED;5.07;CREDIT_CARD;visa-electron;137
38357;REFUNDED;3.41;CREDIT_CARD;switch;500
38358;COMPLETED;8.33;CREDIT_CARD;jcb;868
38359;PAID;5.31;IDEAL;switch;905
38360;PAID;1.80;CREDIT_CARD;jcb;989
38361;PENDING;1.73;CREDIT_CARD;jcb;101
38362;PAID;4.66;CREDIT_CARD;jcb;601
38363;REFUNDED;5.63;IDEAL;maestro;302
38364;PAID;6.60;CREDIT_CARD;jcb;157
38365;PENDING;3.88;CREDIT_CARD;jcb;481
38366;PENDING;7.96;IDEAL;visa;438
38367;COMPLETED;1.33;IDEAL;jcb;509
38368;REFUNDED;1.92;CREDIT_CARD;china-unionpay;870
38369;PENDING;4.16;IDEAL;jcb;941
38370;PENDING;2.24;CREDIT_CARD;jcb;145
38371;CANCELLED;3.35;IDEAL;jcb;937
38372;PENDING;2.58;IDEAL;mastercard;553
38373;PAID;7.71;IDEAL;solo;711
38374;PENDING;4.53;CREDIT_CARD;diners-club-enroute;365
38375;REFUNDED;3.30;CREDIT_CARD;bankcard;977
38376;PENDING;8.45;CREDIT_CARD;mastercard;593
38377;PENDING;3.87;IDEAL;jcb;183
38378;CANCELLED;2.88;IDEAL;mastercard;241
38379;PENDING;4.12;IDEAL;jcb;191
38380;COMPLETED;7.59;CREDIT_CARD;jcb;562
38381;COMPLETED;9.57;IDEAL;visa-electron;955
38382;PAID;6.73;CREDIT_CARD;visa;822
38383;COMPLETED;0.41;IDEAL;jcb;459
38384;PENDING;4.90;CREDIT_CARD;jcb;841
38385;PENDING;5.98;CREDIT_CARD;maestro;967
38386;CANCELLED;5.39;CREDIT_CARD;americanexpress;960
38387;PAID;2.27;CREDIT_CARD;laser;62
38388;REFUNDED;3.26;CREDIT_CARD;instapayment;90
38389;CANCELLED;0.65;IDEAL;americanexpress;287
38390;PAID;5.57;CREDIT_CARD;diners-club-carte-blanche;39
38391;REFUNDED;4.17;CREDIT_CARD;jcb;468
38392;PENDING;0.06;IDEAL;maestro;674
38393;PENDING;6.30;CREDIT_CARD;jcb;254
38394;COMPLETED;7.01;CREDIT_CARD;jcb;812
38395;COMPLETED;3.80;CREDIT_CARD;mastercard;57
38396;CANCELLED;8.53;IDEAL;bankcard;27
38397;COMPLETED;7.35;CREDIT_CARD;switch;231
38398;REFUNDED;0.52;CREDIT_CARD;switch;393
38399;CANCELLED;5.87;IDEAL;jcb;510
38400;CANCELLED;2.27;IDEAL;diners-club-us-ca;639
38401;COMPLETED;4.29;CREDIT_CARD;mastercard;853
38402;PAID;0.66;IDEAL;jcb;421
38403;REFUNDED;0.43;CREDIT_CARD;diners-club-enroute;69
38404;REFUNDED;2.26;CREDIT_CARD;jcb;374
38405;COMPLETED;5.50;IDEAL;jcb;540
38406;COMPLETED;5.21;CREDIT_CARD;jcb;60
38407;REFUNDED;4.58;IDEAL;visa;375
38408;PENDING;4.28;CREDIT_CARD;jcb;415
38409;COMPLETED;0.75;CREDIT_CARD;jcb;795
38410;CANCELLED;4.17;CREDIT_CARD;americanexpress;725
38411;COMPLETED;6.58;IDEAL;visa-electron;292
38412;PENDING;0.47;IDEAL;jcb;587
38413;PAID;7.68;IDEAL;solo;362
38414;CANCELLED;6.61;IDEAL;jcb;416
38415;COMPLETED;5.47;CREDIT_CARD;jcb;907
38416;CANCELLED;6.22;IDEAL;jcb;971
38417;REFUNDED;4.13;CREDIT_CARD;bankcard;709
38418;PENDING;5.09;IDEAL;switch;927
38419;REFUNDED;2.68;IDEAL;switch;357
38420;PENDING;8.81;CREDIT_CARD;solo;270
38421;PENDING;1.54;CREDIT_CARD;switch;770
38422;COMPLETED;3.28;IDEAL;jcb;168
38423;COMPLETED;7.25;CREDIT_CARD;diners-club-enroute;126
38424;PAID;7.75;CREDIT_CARD;diners-club-carte-blanche;287
38425;PAID;0.71;IDEAL;maestro;811
38426;COMPLETED;1.11;CREDIT_CARD;jcb;34
38427;PAID;9.29;CREDIT_CARD;jcb;149
38428;PAID;2.29;IDEAL;mastercard;432
38429;COMPLETED;1.60;IDEAL;diners-club-enroute;363
38430;REFUNDED;7.57;IDEAL;mastercard;648
38431;PENDING;0.75;CREDIT_CARD;diners-club-enroute;533
38432;COMPLETED;1.85;IDEAL;jcb;735
38433;CANCELLED;1.60;CREDIT_CARD;jcb;721
38434;COMPLETED;8.87;CREDIT_CARD;diners-club-enroute;525
38435;CANCELLED;7.24;CREDIT_CARD;bankcard;222
38436;COMPLETED;6.38;IDEAL;visa-electron;934
38437;REFUNDED;2.87;CREDIT_CARD;jcb;893
38438;CANCELLED;2.53;CREDIT_CARD;jcb;761
38439;PAID;1.19;CREDIT_CARD;laser;670
38440;CANCELLED;2.08;CREDIT_CARD;jcb;615
38441;COMPLETED;2.40;CREDIT_CARD;jcb;121
38442;PENDING;7.82;CREDIT_CARD;switch;725
38443;REFUNDED;5.36;IDEAL;switch;129
38444;CANCELLED;4.97;IDEAL;china-unionpay;157
38445;REFUNDED;6.61;IDEAL;jcb;751
38446;REFUNDED;9.15;CREDIT_CARD;diners-club-enroute;310
38447;PENDING;9.86;CREDIT_CARD;mastercard;867
38448;REFUNDED;7.57;IDEAL;visa-electron;233
38449;PENDING;0.24;IDEAL;visa;689
38450;COMPLETED;6.75;CREDIT_CARD;jcb;5
38451;REFUNDED;9.92;CREDIT_CARD;jcb;342
38452;REFUNDED;2.14;CREDIT_CARD;bankcard;536
38453;PENDING;2.41;CREDIT_CARD;maestro;50
38454;PAID;3.21;IDEAL;jcb;946
38455;REFUNDED;4.63;IDEAL;switch;731
38456;CANCELLED;1.27;CREDIT_CARD;jcb;495
38457;COMPLETED;4.60;CREDIT_CARD;jcb;567
38458;CANCELLED;4.12;CREDIT_CARD;jcb;39
38459;REFUNDED;7.34;IDEAL;switch;310
38460;COMPLETED;8.24;IDEAL;switch;24
38461;CANCELLED;2.78;IDEAL;mastercard;282
38462;REFUNDED;3.27;CREDIT_CARD;diners-club-carte-blanche;32
38463;PAID;1.30;IDEAL;jcb;702
38464;PAID;1.30;IDEAL;mastercard;217
38465;REFUNDED;8.35;CREDIT_CARD;jcb;368
38466;PENDING;2.53;IDEAL;jcb;271
38467;PENDING;9.60;IDEAL;jcb;233
38468;CANCELLED;2.43;CREDIT_CARD;jcb;441
38469;CANCELLED;9.06;IDEAL;americanexpress;22
38470;COMPLETED;6.86;IDEAL;visa-electron;345
38471;PAID;9.14;CREDIT_CARD;jcb;611
38472;REFUNDED;4.52;CREDIT_CARD;maestro;126
38473;REFUNDED;3.10;IDEAL;jcb;815
38474;PENDING;2.94;CREDIT_CARD;jcb;381
38475;PAID;2.73;IDEAL;jcb;806
38476;PAID;0.80;CREDIT_CARD;diners-club-enroute;111
38477;PAID;6.64;IDEAL;instapayment;189
38478;CANCELLED;0.60;IDEAL;maestro;180
38479;REFUNDED;0.03;IDEAL;visa-electron;715
38480;REFUNDED;7.33;IDEAL;jcb;53
38481;PAID;7.78;IDEAL;laser;552
38482;COMPLETED;3.56;CREDIT_CARD;jcb;386
38483;COMPLETED;8.64;IDEAL;jcb;523
38484;REFUNDED;4.42;IDEAL;jcb;177
38485;COMPLETED;2.10;IDEAL;jcb;630
38486;REFUNDED;2.05;IDEAL;diners-club-enroute;573
38487;COMPLETED;6.22;IDEAL;mastercard;379
38488;PENDING;4.95;IDEAL;visa-electron;666
38489;COMPLETED;1.01;CREDIT_CARD;mastercard;531
38490;COMPLETED;3.21;IDEAL;jcb;759
38491;CANCELLED;8.95;CREDIT_CARD;jcb;245
38492;PAID;1.51;IDEAL;americanexpress;822
38493;COMPLETED;9.31;IDEAL;jcb;891
38494;CANCELLED;9.95;IDEAL;jcb;438
38495;COMPLETED;2.55;CREDIT_CARD;jcb;88
38496;PENDING;8.27;CREDIT_CARD;jcb;935
38497;COMPLETED;6.82;CREDIT_CARD;mastercard;65
38498;COMPLETED;0.55;CREDIT_CARD;maestro;715
38499;REFUNDED;5.47;CREDIT_CARD;maestro;473
38500;CANCELLED;7.17;IDEAL;diners-club-carte-blanche;483
38501;COMPLETED;6.34;CREDIT_CARD;solo;856
38502;PAID;3.90;IDEAL;diners-club-carte-blanche;710
38503;REFUNDED;8.78;CREDIT_CARD;maestro;285
38504;COMPLETED;0.51;IDEAL;maestro;810
38505;PENDING;9.51;CREDIT_CARD;visa-electron;673
38506;COMPLETED;0.42;CREDIT_CARD;jcb;723
38507;REFUNDED;9.68;IDEAL;jcb;701
38508;PENDING;9.20;CREDIT_CARD;maestro;567
38509;COMPLETED;6.96;CREDIT_CARD;jcb;991
38510;PAID;6.37;IDEAL;visa-electron;164
38511;CANCELLED;7.89;CREDIT_CARD;mastercard;999
38512;REFUNDED;3.46;IDEAL;jcb;27
38513;CANCELLED;1.05;IDEAL;jcb;381
38514;COMPLETED;2.34;IDEAL;jcb;730
38515;CANCELLED;0.19;IDEAL;jcb;708
38516;CANCELLED;9.80;IDEAL;diners-club-enroute;305
38517;PAID;0.25;IDEAL;mastercard;585
38518;PAID;1.20;IDEAL;jcb;806
38519;COMPLETED;6.20;CREDIT_CARD;jcb;800
38520;PAID;2.40;IDEAL;visa-electron;232
38521;COMPLETED;4.79;IDEAL;americanexpress;815
38522;REFUNDED;0.12;IDEAL;bankcard;413
38523;CANCELLED;4.99;IDEAL;solo;607
38524;COMPLETED;3.85;IDEAL;americanexpress;868
38525;COMPLETED;1.46;CREDIT_CARD;jcb;820
38526;PAID;8.60;CREDIT_CARD;mastercard;462
38527;PENDING;7.79;IDEAL;diners-club-enroute;168
38528;REFUNDED;8.17;IDEAL;jcb;702
38529;PENDING;6.44;CREDIT_CARD;mastercard;315
38530;COMPLETED;3.56;IDEAL;mastercard;400
38531;REFUNDED;3.14;CREDIT_CARD;switch;699
38532;PAID;2.14;IDEAL;mastercard;529
38533;CANCELLED;7.64;IDEAL;diners-club-carte-blanche;19
38534;COMPLETED;2.08;IDEAL;maestro;92
38535;PENDING;7.22;CREDIT_CARD;visa;240
38536;REFUNDED;3.65;CREDIT_CARD;diners-club-enroute;866
38537;PENDING;7.68;CREDIT_CARD;visa;407
38538;PENDING;9.43;IDEAL;solo;340
38539;CANCELLED;4.51;IDEAL;jcb;313
38540;PAID;4.26;CREDIT_CARD;jcb;447
38541;REFUNDED;5.84;CREDIT_CARD;china-unionpay;447
38542;PAID;3.98;IDEAL;solo;475
38543;PAID;9.98;IDEAL;jcb;861
38544;REFUNDED;9.46;CREDIT_CARD;switch;260
38545;PENDING;2.63;IDEAL;switch;22
38546;COMPLETED;7.72;CREDIT_CARD;jcb;515
38547;COMPLETED;8.61;CREDIT_CARD;maestro;990
38548;PAID;7.99;CREDIT_CARD;americanexpress;41
38549;PAID;2.69;CREDIT_CARD;visa;207
38550;COMPLETED;1.26;CREDIT_CARD;jcb;847
38551;PAID;0.40;CREDIT_CARD;china-unionpay;707
38552;COMPLETED;6.80;CREDIT_CARD;jcb;789
38553;REFUNDED;7.30;CREDIT_CARD;jcb;390
38554;PENDING;7.37;CREDIT_CARD;diners-club-enroute;541
38555;PAID;3.09;IDEAL;jcb;762
38556;REFUNDED;3.48;CREDIT_CARD;visa;611
38557;PAID;4.88;IDEAL;jcb;475
38558;PENDING;2.56;CREDIT_CARD;diners-club-carte-blanche;74
38559;REFUNDED;4.57;CREDIT_CARD;americanexpress;695
38560;CANCELLED;5.35;CREDIT_CARD;jcb;270
38561;PAID;5.48;CREDIT_CARD;jcb;364
38562;COMPLETED;3.58;CREDIT_CARD;diners-club-carte-blanche;806
38563;CANCELLED;9.99;IDEAL;jcb;646
38564;REFUNDED;3.91;CREDIT_CARD;americanexpress;437
38565;CANCELLED;0.39;CREDIT_CARD;jcb;52
38566;REFUNDED;9.69;IDEAL;jcb;836
38567;REFUNDED;0.32;IDEAL;bankcard;557
38568;CANCELLED;1.11;CREDIT_CARD;mastercard;445
38569;CANCELLED;0.95;IDEAL;jcb;995
38570;PAID;6.76;IDEAL;americanexpress;812
38571;REFUNDED;2.67;CREDIT_CARD;solo;650
38572;PENDING;7.54;CREDIT_CARD;bankcard;898
38573;REFUNDED;6.39;IDEAL;jcb;995
38574;COMPLETED;2.03;IDEAL;visa-electron;924
38575;CANCELLED;0.17;IDEAL;mastercard;375
38576;PAID;7.90;CREDIT_CARD;bankcard;684
38577;PAID;9.17;CREDIT_CARD;instapayment;581
38578;PENDING;6.56;IDEAL;jcb;296
38579;CANCELLED;5.13;IDEAL;mastercard;657
38580;PENDING;6.07;CREDIT_CARD;maestro;121
38581;PAID;7.49;CREDIT_CARD;switch;499
38582;CANCELLED;5.82;IDEAL;jcb;430
38583;PENDING;5.18;CREDIT_CARD;diners-club-carte-blanche;148
38584;COMPLETED;9.36;CREDIT_CARD;jcb;19
38585;REFUNDED;9.93;CREDIT_CARD;jcb;483
38586;CANCELLED;4.62;CREDIT_CARD;maestro;299
38587;COMPLETED;4.65;IDEAL;jcb;897
38588;COMPLETED;9.16;CREDIT_CARD;switch;80
38589;CANCELLED;3.58;CREDIT_CARD;visa;148
38590;PAID;2.80;CREDIT_CARD;jcb;600
38591;PAID;7.84;IDEAL;jcb;794
38592;REFUNDED;0.11;CREDIT_CARD;china-unionpay;618
38593;PENDING;2.17;IDEAL;switch;429
38594;PENDING;9.26;IDEAL;bankcard;117
38595;CANCELLED;4.43;IDEAL;jcb;921
38596;PAID;1.18;IDEAL;china-unionpay;766
38597;COMPLETED;6.67;IDEAL;switch;702
38598;PAID;2.42;CREDIT_CARD;jcb;305
38599;PENDING;2.65;IDEAL;diners-club-enroute;767
38600;PAID;3.45;IDEAL;mastercard;572
38601;PAID;1.89;CREDIT_CARD;china-unionpay;844
38602;PAID;4.02;CREDIT_CARD;americanexpress;46
38603;PAID;7.44;IDEAL;diners-club-enroute;416
38604;CANCELLED;1.11;CREDIT_CARD;jcb;609
38605;CANCELLED;9.96;CREDIT_CARD;laser;564
38606;CANCELLED;5.01;IDEAL;diners-club-us-ca;780
38607;PENDING;1.78;IDEAL;americanexpress;99
38608;CANCELLED;2.19;IDEAL;jcb;465
38609;PENDING;0.71;IDEAL;mastercard;251
38610;CANCELLED;8.28;CREDIT_CARD;diners-club-carte-blanche;893
38611;COMPLETED;0.52;IDEAL;jcb;369
38612;REFUNDED;1.56;CREDIT_CARD;maestro;120
38613;CANCELLED;5.32;IDEAL;diners-club-enroute;56
38614;COMPLETED;8.34;IDEAL;jcb;678
38615;REFUNDED;1.98;CREDIT_CARD;china-unionpay;862
38616;PENDING;0.17;IDEAL;bankcard;654
38617;COMPLETED;3.39;IDEAL;visa-electron;665
38618;PAID;0.00;CREDIT_CARD;china-unionpay;122
38619;REFUNDED;2.15;IDEAL;mastercard;24
38620;CANCELLED;1.04;IDEAL;visa-electron;546
38621;COMPLETED;8.19;IDEAL;maestro;602
38622;CANCELLED;1.08;CREDIT_CARD;mastercard;94
38623;COMPLETED;0.01;IDEAL;switch;715
38624;PENDING;4.68;CREDIT_CARD;jcb;119
38625;COMPLETED;4.73;CREDIT_CARD;jcb;848
38626;CANCELLED;0.79;CREDIT_CARD;diners-club-us-ca;444
38627;COMPLETED;6.65;CREDIT_CARD;jcb;726
38628;COMPLETED;5.36;IDEAL;china-unionpay;497
38629;REFUNDED;4.63;CREDIT_CARD;jcb;498
38630;COMPLETED;7.11;IDEAL;diners-club-enroute;392
38631;COMPLETED;5.19;IDEAL;jcb;554
38632;COMPLETED;5.32;CREDIT_CARD;laser;703
38633;REFUNDED;9.58;IDEAL;jcb;85
38634;PENDING;2.46;CREDIT_CARD;jcb;928
38635;PAID;0.71;IDEAL;jcb;700
38636;PENDING;7.14;IDEAL;jcb;236
38637;PAID;7.57;CREDIT_CARD;bankcard;491
38638;PENDING;5.18;CREDIT_CARD;jcb;133
38639;CANCELLED;6.24;CREDIT_CARD;switch;708
38640;PAID;5.10;IDEAL;switch;211
38641;REFUNDED;8.55;IDEAL;bankcard;835
38642;COMPLETED;4.20;IDEAL;americanexpress;442
38643;CANCELLED;2.66;CREDIT_CARD;maestro;522
38644;PAID;2.73;IDEAL;maestro;980
38645;PAID;0.65;IDEAL;jcb;285
38646;PENDING;9.16;IDEAL;diners-club-enroute;168
38647;CANCELLED;6.99;IDEAL;switch;112
38648;COMPLETED;2.48;CREDIT_CARD;diners-club-enroute;752
38649;PENDING;7.03;IDEAL;diners-club-carte-blanche;657
38650;REFUNDED;9.97;CREDIT_CARD;maestro;343
38651;PAID;4.80;CREDIT_CARD;jcb;953
38652;REFUNDED;1.55;IDEAL;maestro;760
38653;PENDING;7.62;CREDIT_CARD;switch;719
38654;PENDING;4.99;IDEAL;maestro;79
38655;PAID;0.85;CREDIT_CARD;china-unionpay;730
38656;REFUNDED;3.39;CREDIT_CARD;bankcard;478
38657;REFUNDED;5.82;CREDIT_CARD;jcb;335
38658;REFUNDED;9.34;CREDIT_CARD;mastercard;669
38659;PENDING;1.31;CREDIT_CARD;jcb;422
38660;COMPLETED;4.86;CREDIT_CARD;instapayment;562
38661;PAID;5.66;IDEAL;jcb;404
38662;COMPLETED;1.16;IDEAL;jcb;444
38663;REFUNDED;8.02;CREDIT_CARD;mastercard;769
38664;CANCELLED;8.69;IDEAL;jcb;584
38665;REFUNDED;8.41;CREDIT_CARD;mastercard;576
38666;REFUNDED;9.03;CREDIT_CARD;jcb;235
38667;REFUNDED;3.86;CREDIT_CARD;americanexpress;918
38668;CANCELLED;4.52;CREDIT_CARD;china-unionpay;880
38669;CANCELLED;5.91;IDEAL;jcb;77
38670;PAID;4.29;CREDIT_CARD;jcb;866
38671;REFUNDED;0.45;CREDIT_CARD;jcb;842
38672;CANCELLED;7.33;CREDIT_CARD;bankcard;276
38673;CANCELLED;3.73;IDEAL;diners-club-carte-blanche;366
38674;CANCELLED;7.69;IDEAL;mastercard;350
38675;REFUNDED;1.46;IDEAL;jcb;460
38676;CANCELLED;3.90;CREDIT_CARD;jcb;392
38677;REFUNDED;7.85;IDEAL;americanexpress;799
38678;COMPLETED;7.64;CREDIT_CARD;mastercard;416
38679;REFUNDED;6.65;IDEAL;jcb;964
38680;CANCELLED;8.60;IDEAL;visa-electron;618
38681;PAID;0.89;IDEAL;maestro;902
38682;CANCELLED;9.99;CREDIT_CARD;china-unionpay;666
38683;CANCELLED;3.99;CREDIT_CARD;maestro;70
38684;PENDING;3.68;IDEAL;jcb;347
38685;PENDING;5.35;IDEAL;jcb;218
38686;COMPLETED;5.30;CREDIT_CARD;maestro;667
38687;CANCELLED;4.78;IDEAL;visa-electron;730
38688;CANCELLED;1.45;IDEAL;switch;4
38689;CANCELLED;4.33;CREDIT_CARD;switch;970
38690;COMPLETED;6.26;IDEAL;china-unionpay;502
38691;PENDING;4.96;IDEAL;laser;357
38692;COMPLETED;6.56;CREDIT_CARD;jcb;830
38693;REFUNDED;3.01;IDEAL;jcb;75
38694;REFUNDED;9.80;IDEAL;mastercard;140
38695;REFUNDED;9.06;CREDIT_CARD;mastercard;168
38696;COMPLETED;0.29;IDEAL;switch;244
38697;CANCELLED;2.15;CREDIT_CARD;bankcard;829
38698;PENDING;5.30;CREDIT_CARD;jcb;503
38699;COMPLETED;4.88;IDEAL;jcb;343
38700;REFUNDED;3.98;IDEAL;jcb;20
