id;quantity;total_price;product_id;cart_id
40362;5065.62;7.96;4720;9773
40363;986.48;1.67;7758;11961
40364;4535.72;5.27;5977;5855
40365;3430.42;5.98;8355;570
40366;9884.01;2.15;24;9946
40367;6498.31;2.41;1916;4097
40368;9118.33;3.29;12207;6744
40369;4656.16;6.15;10196;7932
40370;4972.28;8.56;6020;8106
40371;3302.7;2.60;9503;10830
40372;2168.69;7.08;16808;7043
40373;413.46;8.09;10354;3997
40374;2116.44;8.71;10288;5226
40375;6773.66;6.87;5332;4458
40376;6001.55;3.01;10128;8124
40377;696.14;6.57;16741;2834
40378;9534.24;6.18;15971;689
40379;8749.2;3.72;4205;6349
40380;1669.45;9.85;5718;2650
40381;6426.45;6.56;3666;5529
40382;2664.35;1.99;13308;118
40383;10473.2;7.00;11086;395
40384;11532.2;9.90;7384;1565
40385;119.54;6.20;12497;7797
40386;11352.16;6.25;2476;5117
40387;9223.53;0.74;13747;9059
40388;8791.45;0.08;6202;8970
40389;3297.41;1.26;6025;6238
40390;6081.39;5.73;17997;6625
40391;1551.28;2.94;10988;4060
40392;9359.6;7.82;14159;1889
40393;4222.04;0.93;15166;6015
40394;5359.11;4.79;3435;11802
40395;7281.92;1.07;4925;193
40396;10675.32;1.43;17840;9793
40397;970.95;5.73;3538;2144
40398;2378.83;2.27;5705;7760
40399;1146.23;9.75;12313;3046
40400;4675.09;8.65;16630;4594
40401;5781.06;7.93;8964;8736
40402;3370.27;9.84;7748;6009
40403;7212.97;5.66;14517;6012
40404;3018.34;3.48;16349;362
40405;8403.45;5.04;4131;1380
40406;2099.61;7.33;16660;2219
40407;7665.58;1.61;10394;4038
40408;10890.3;5.10;1097;11670
40409;6751.42;6.05;11333;4011
40410;8093.94;6.57;8543;11881
40411;4402.2;2.76;885;2917
40412;6837.01;4.65;14058;8004
40413;3039.6;1.12;11406;1323
40414;11311.66;2.80;15618;2167
40415;9503.81;4.85;10493;4454
40416;3840.13;5.47;2626;179
40417;7088.67;2.75;16102;10739
40418;11804.17;2.84;164;274
40419;4152.36;9.12;16553;4819
40420;198.1;2.80;9014;3890
40421;5428.25;8.90;19805;8137
40422;4123.05;6.45;7561;1133
40423;2036.9;2.12;19090;3361
40424;10441.55;2.44;1974;7248
40425;10178.72;5.72;4389;10470
40426;11268.82;0.79;4616;1320
40427;10069.17;3.29;17540;1408
40428;1106.64;2.73;6627;7176
40429;726.32;3.87;12704;5036
40430;4814.53;8.55;15734;8636
40431;4533.09;1.62;15554;7136
40432;4243.56;6.74;10208;11754
40433;6763.98;3.11;13883;2375
40434;2415.85;8.60;17220;8155
40435;1882.71;1.39;9588;4886
40436;9355.65;8.01;11002;1205
40437;5049.25;3.60;10959;9713
40438;6175.06;5.52;13015;3162
40439;9589.75;2.21;13910;6537
40440;1733.28;7.70;4374;1773
40441;4941.59;1.01;3989;2734
40442;10591.31;6.53;887;8599
40443;5359.49;9.64;16351;2112
40444;10459.86;7.66;1228;8540
40445;1109.43;3.09;1937;5284
40446;6877.5;2.21;2829;6550
40447;529.57;7.00;6546;10946
40448;981.39;0.77;11001;7209
40449;10563.1;9.93;10939;11510
40450;10594.11;5.96;12052;8951
40451;3420.38;0.25;11828;8713
40452;447.65;6.30;508;450
40453;10447.85;6.85;16279;8161
40454;584.09;0.58;16038;11983
40455;1823.61;2.34;6480;9233
40456;2104.19;1.26;15817;11323
40457;6302.65;4.16;5741;5962
40458;1991.41;9.85;8410;6250
40459;5482.92;4.62;7965;2371
40460;5000.42;0.57;16418;9888
40461;3549.07;4.96;17383;8030
40462;4978.64;4.92;18314;10435
40463;11865.28;2.71;9769;3060
40464;5929.41;4.14;19439;2060
40465;10684.66;0.17;7338;8978
40466;6702.03;8.64;17539;7806
40467;2434.94;1.56;14595;2292
40468;9948.2;5.63;1277;1301
40469;10598.15;8.61;13100;3375
40470;1273.16;0.24;12792;5142
40471;4985.23;9.02;9876;409
40472;530.51;7.76;75;1410
40473;9413.41;0.28;18292;2645
40474;9797.62;3.98;6302;11056
40475;9464.02;7.61;5145;5577
40476;6488.84;3.92;8246;6938
40477;721.36;1.78;17054;3091
40478;1621.31;0.42;10991;9381
40479;9090.24;7.80;1515;4136
40480;932.78;8.84;6715;7500
40481;5096.96;3.86;5109;11834
40482;2450.56;7.38;17840;2859
40483;10488.12;5.79;7319;9046
40484;11024.86;6.78;11951;766
40485;8753.35;0.90;7793;11915
40486;3975.26;7.15;3474;1248
40487;4608.73;1.96;13452;3470
40488;5418.72;2.42;14063;5875
40489;8767.8;6.04;15277;7180
40490;3037.45;6.08;16555;9070
40491;8610.04;6.47;11371;3719
40492;9483.64;0.72;13619;869
40493;8144.23;5.88;12206;1010
40494;5250.96;7.30;2884;4826
40495;5926.32;8.40;3906;6914
40496;9174.96;7.00;466;3843
40497;9213.9;5.53;2663;6052
40498;2666.57;1.81;11570;8815
40499;1545.61;6.76;11937;7195
40500;5399.56;9.75;16957;6867
40501;5531.03;1.86;1913;10188
40502;8694.93;4.74;4809;8312
40503;10177.28;1.66;19621;7211
40504;8709.25;4.09;1994;4769
40505;2751.41;9.06;28;10794
40506;2370.28;6.31;2422;8508
40507;5704.59;9.71;18027;7576
40508;7228.75;8.64;6695;2003
40509;3432.84;7.38;17421;6051
40510;3383.27;0.77;15498;1224
40511;237.99;0.46;4574;11175
40512;8833.76;0.83;4714;10723
40513;11025.96;3.37;10152;8506
40514;5866.41;0.92;338;7053
40515;8312.37;5.63;14599;3980
40516;4200.97;8.51;8402;9467
40517;11155.85;1.11;6483;3287
40518;5828.13;3.41;18138;4629
40519;612.49;8.95;11584;4842
40520;2851.45;4.16;9400;8113
40521;1457.87;6.31;17353;5746
40522;5310.18;6.34;15135;8284
40523;318.34;2.70;17400;2027
40524;4242.09;9.80;19075;10758
40525;6648.54;2.59;13921;3185
40526;5287.32;4.30;16186;2057
40527;2492.39;7.30;16153;10875
40528;5134.5;7.04;15182;3180
40529;10656.87;6.07;2855;524
40530;6910.08;8.64;19118;10656
40531;2597.86;1.76;10643;2396
40532;1056.33;3.60;14567;3928
40533;3823.54;6.58;19122;2367
40534;6040.15;0.76;17073;86
40535;10127.04;5.47;14478;10318
40536;224.38;3.27;7014;1286
40537;10824.62;9.72;12789;4759
40538;10872.52;9.92;16969;10373
40539;2212.44;2.64;19164;10901
40540;11260.6;1.37;3771;8912
40541;9387.61;5.36;244;5511
40542;11984.78;7.38;10859;8168
40543;21.32;8.53;19155;2936
40544;8335.96;1.19;4479;1230
40545;2710.23;5.23;17217;9493
40546;7028.03;3.81;18398;6147
40547;10847.18;5.03;7964;7872
40548;9709.45;1.61;13881;6967
40549;3268.46;2.61;8179;641
40550;7119.8;2.55;7236;1369
40551;4748.38;5.66;14426;2759
40552;97.41;6.72;248;11220
40553;10252.02;8.05;18967;337
40554;3857.87;6.67;10627;544
40555;11524.53;1.89;7980;3189
40556;9481.67;8.37;15213;6776
40557;11571.73;2.49;14270;3665
40558;10394.37;6.16;3626;11642
40559;385.07;7.35;16510;10261
40560;8948.62;7.43;3325;8014
40561;464.06;4.48;8123;6875
40562;9637.3;1.26;2855;4251
40563;112.07;4.35;5927;2458
40564;1523.18;7.40;10550;10946
40565;2309.75;0.93;16013;8206
40566;5670.5;1.72;13875;1405
40567;5799.25;8.82;8555;6440
40568;905.82;1.54;19202;2342
40569;1767.22;9.14;7386;4376
40570;10830.7;9.73;1343;7415
40571;5997.77;8.08;15032;3699
40572;6636.48;2.29;11264;7097
40573;1728.03;1.88;1751;5405
40574;4555.56;5.15;17835;9471
40575;9262.55;1.41;13721;8494
40576;2978.53;8.14;4690;8725
40577;10029.56;0.42;6917;2104
40578;8741.22;7.95;19418;949
40579;2738.17;5.21;13998;8379
40580;11812.05;1.72;12312;3911
40581;2213.64;5.70;17584;10568
40582;8142.05;0.55;19846;2411
40583;856.73;7.52;18250;8218
40584;4988.35;8.85;3515;10968
40585;837.36;5.20;11148;4357
40586;7037.16;4.21;17304;6526
40587;319.88;4.49;6416;3159
40588;6777.81;3.84;13799;1106
40589;2754.24;3.66;9113;10790
40590;9936.54;5.58;5484;643
40591;5031.75;3.11;6485;9326
40592;5924.19;4.36;8356;1227
40593;11672.62;2.26;670;10353
40594;8682.01;4.88;18473;41
40595;1069.6;5.15;6045;4623
40596;3086.04;1.18;14968;5974
40597;178.84;3.74;19937;7712
40598;2418.95;3.62;18744;1915
40599;11424.22;1.38;16164;11646
40600;3057.25;1.31;17853;11276
40601;3584.52;2.74;2966;1766
40602;9531.33;8.22;10688;11249
40603;9671.34;4.10;16894;9260
40604;10003.57;9.41;2078;8611
40605;1677.29;8.99;14558;2405
40606;11670.01;7.76;16743;4702
40607;5028.69;1.49;3074;5675
40608;9656.48;3.02;7831;10991
40609;7973.33;4.46;15243;3066
40610;4889.2;5.75;10748;10959
40611;7315.99;6.37;12957;289
40612;7403.27;3.62;6175;1155
40613;10327.68;8.87;6305;2660
40614;7087.57;7.26;6772;5799
40615;902.29;9.62;11099;5484
40616;6586.67;8.05;9296;6751
40617;10977.02;0.51;3206;2342
40618;3666.43;3.61;19955;7826
40619;5934.77;3.93;10985;3138
40620;2350.55;9.72;52;10200
40621;3940.71;0.96;17346;9236
40622;94.43;9.51;2648;3860
40623;6019.47;2.81;10788;9281
40624;8578.62;9.17;18250;10315
40625;2566.52;6.79;15933;11804
40626;6679.64;4.78;2737;1985
40627;6226.29;3.48;11190;2328
40628;3621.08;2.18;7924;8665
40629;5156.01;9.17;15726;4026
40630;8069.86;0.18;8144;4668
40631;1700.59;4.69;17445;9408
40632;6687.75;5.57;1769;127
40633;1196.6;1.29;17863;7487
40634;10163.35;4.99;6717;6335
40635;8827.22;6.96;9800;11117
40636;6616.93;5.71;2031;6560
40637;9716.48;9.49;433;8641
40638;3717.22;4.78;6871;11048
40639;6260.81;2.15;19283;2257
40640;1162.57;4.26;2246;9950
40641;11191.21;9.70;17645;816
40642;10604.95;1.93;4118;1203
40643;5132.08;3.36;13873;5630
40644;3487.22;4.01;2364;8379
40645;7207.7;1.42;8719;991
40646;878.27;3.61;6716;9502
40647;11405.1;7.84;19190;3549
40648;5757.87;9.65;19313;9054
40649;4334.47;1.23;15383;9551
40650;2370.23;5.02;5640;2309
40651;4144.2;0.38;12432;7114
40652;466.55;6.11;11904;2755
40653;582.86;1.14;352;1151
40654;2104.07;8.11;17088;11090
40655;5630.09;2.33;17506;762
40656;1070.53;9.35;16608;171
40657;6425.1;6.49;11113;4944
40658;579.45;7.39;18290;2690
40659;11573.57;4.58;11261;9338
40660;2609.9;0.51;5258;5430
40661;2382.69;3.75;7827;5174
40662;3701.84;3.54;14711;6567
40663;10895.63;9.59;1023;5519
40664;7385.25;1.40;12491;5253
40665;1127.79;8.43;5456;7965
40666;2226.96;7.70;8669;1685
40667;4207.75;1.18;5795;6534
40668;9648.46;0.23;7629;11279
40669;1972.37;6.60;17736;3785
40670;9389.63;1.91;11341;9580
40671;10430.67;4.32;9632;7085
40672;1468.54;2.66;15076;8421
40673;907.05;5.73;8064;7984
40674;7992.08;1.13;11494;501
40675;7199.86;2.67;17821;132
40676;8566.68;1.45;3997;9184
40677;11688.4;5.23;2227;3503
40678;9315.75;4.16;15505;9824
40679;3947.4;8.11;13004;10126
40680;3453.69;9.16;16541;2960
40681;9383.96;1.37;10572;593
40682;9450.43;7.47;8027;11748
40683;10489.93;4.75;14422;599
40684;6113.65;7.29;14799;7821
40685;8734.58;1.77;6812;10790
40686;4161.45;7.57;14924;11354
40687;7388.95;5.49;11066;9114
40688;6494.4;9.58;6576;9933
40689;5888.12;2.32;18927;8979
40690;11108.37;0.22;4040;2553
40691;6207.13;6.51;16612;755
40692;9768.76;7.72;17714;5113
40693;8828.83;9.58;3970;6157
40694;8220.66;5.80;18089;11461
40695;7491.24;9.74;19125;3350
40696;4132.81;1.66;15956;10744
40697;11696.47;1.85;15910;967
40698;2957.26;6.10;4955;1428
40699;3082.66;4.81;15483;219
40700;9497.09;5.28;8958;11167
40701;2145.62;2.68;7903;4129
40702;1405.61;5.34;13077;2875
40703;4305.29;8.52;19714;7855
40704;4707.38;3.73;19433;5298
40705;3503.69;3.27;19240;6137
40706;9274.6;6.60;19226;8420
40707;4109.01;8.53;1193;5065
40708;9952.32;5.99;15117;11601
40709;10759.0;6.72;5219;8196
40710;11217.15;0.08;7033;10294
40711;363.38;8.79;18166;7335
40712;1568.85;4.23;1376;1797
40713;4849.98;1.14;12865;6055
40714;962.98;9.94;17812;1087
40715;1806.8;3.19;405;1435
40716;434.95;2.01;2582;1627
40717;7338.03;4.42;14226;737
40718;10379.89;6.52;18585;592
40719;5170.16;4.19;1864;7168
40720;4012.3;6.87;10165;140
40721;10210.59;2.76;11007;11474
40722;649.58;4.86;5751;2453
40723;829.78;2.83;10520;6560
40724;9535.39;8.23;17509;9887
40725;10772.04;0.88;11973;11497
40726;10171.42;8.90;2;539
40727;9693.72;8.67;1447;7334
40728;3612.55;8.37;5594;5706
40729;104.9;5.58;9248;5720
40730;3198.73;3.47;8393;131
40731;9250.61;3.95;13095;6117
40732;11766.1;4.06;216;5569
40733;3398.58;2.71;18038;1158
40734;7857.91;6.42;12290;6721
40735;11824.69;8.96;16323;2089
40736;1686.75;1.82;6264;4305
40737;2457.24;7.47;11635;8820
40738;10507.66;5.01;4403;1597
40739;8110.26;1.73;2171;8993
40740;1933.61;3.11;19557;1230
40741;4684.87;1.18;8062;5461
40742;6051.78;9.66;13050;3954
40743;3123.56;2.41;12422;215
40744;2106.18;6.83;11977;2141
40745;6543.45;2.38;2805;3659
40746;9168.66;6.14;17043;8418
40747;9110.4;1.92;3086;11689
40748;8860.05;7.45;15486;1792
40749;7911.47;7.28;8987;2217
40750;10015.04;7.30;2723;4248
40751;2606.73;3.78;10778;7832
40752;11107.13;1.01;7874;3692
40753;3942.78;7.60;16258;4760
40754;2124.05;6.53;14705;8860
40755;1704.43;0.11;9603;2896
40756;10954.31;8.58;8121;10697
40757;2480.42;5.47;13967;1284
40758;10449.11;7.28;17253;8073
40759;8075.52;8.24;17313;9996
40760;4428.57;3.88;7696;7850
40761;8271.58;6.31;3556;4847
40762;6461.9;5.83;14971;1773
40763;4953.38;4.46;7693;10778
40764;559.41;7.70;14058;1940
40765;6051.14;9.55;1779;3479
40766;10648.1;6.85;3050;5080
40767;4439.63;2.49;1673;10356
40768;10157.54;2.04;17245;11811
40769;5049.44;0.17;3076;6796
40770;456.22;1.09;19730;3778
40771;6556.12;5.95;3288;5727
40772;3186.4;7.27;12617;1871
40773;6616.03;9.24;17215;11122
40774;286.22;9.33;6878;2121
40775;6574.73;0.88;17979;9944
40776;6710.12;6.61;18320;10429
40777;10511.73;5.00;7645;3183
40778;4079.2;2.71;18950;4371
40779;3227.31;8.28;3418;1798
40780;8960.85;0.54;5989;139
40781;11450.2;0.65;989;746
40782;1921.34;9.11;457;1732
40783;3190.47;6.92;18313;8103
40784;976.59;8.33;11574;10977
40785;4674.11;1.77;1472;4670
40786;10271.03;9.17;13324;4847
40787;4396.03;9.48;15484;10058
40788;11592.9;3.11;17300;5644
40789;1278.25;9.98;13127;5462
40790;3948.26;3.80;16521;4700
40791;6295.38;6.22;3330;3745
40792;4809.96;7.59;5181;9896
40793;2971.5;5.67;13906;3995
40794;4150.22;1.26;6636;10901
40795;8672.5;6.63;17415;1423
40796;6948.45;9.16;544;9785
40797;5440.8;5.31;10493;6891
40798;5174.9;5.20;2919;454
40799;6872.62;9.71;12734;5555
40800;10707.64;8.07;6513;4068
40801;1226.55;4.78;12104;3854
40802;11865.74;8.31;7450;3530
40803;902.61;2.45;2088;2810
40804;2096.63;3.03;13552;11859
40805;6013.44;5.56;16182;3252
40806;3458.82;6.14;11686;1944
40807;11094.39;7.75;8123;10194
40808;5212.11;1.26;17927;3500
40809;725.3;9.38;4332;4865
40810;9570.12;2.07;9801;4507
40811;9412.76;5.77;6926;4704
40812;574.93;5.00;17941;9246
40813;6530.78;0.53;13242;9275
40814;2245.76;7.75;11639;4608
40815;5097.18;1.18;5775;900
40816;9504.74;7.27;15657;4937
40817;4500.15;2.55;5771;6521
40818;5831.29;7.26;462;10064
40819;2431.83;1.47;10735;10354
40820;1363.67;6.92;15269;195
40821;4273.62;3.77;4219;2823
40822;2966.07;6.27;17853;725
40823;8792.03;5.65;8479;11120
40824;2588.2;7.22;18682;5033
40825;7404.25;0.32;2676;1290
40826;389.65;2.55;12237;7618
40827;9777.3;6.55;14344;11703
40828;9608.15;2.42;9808;5956
40829;5720.91;3.24;869;6031
40830;1582.33;4.99;17818;8764
40831;3958.0;4.81;7350;6823
40832;10517.69;6.61;6474;7128
40833;9371.85;7.68;19043;5733
40834;1080.16;1.16;17133;3960
40835;1686.42;7.65;11431;7046
40836;5705.67;7.01;6642;5384
40837;2236.89;7.75;1950;9919
40838;298.01;9.23;14423;9724
40839;10598.33;7.66;1398;5062
40840;2231.75;6.56;4719;10676
40841;4231.74;3.53;16490;9222
40842;11787.5;3.00;12403;10020
40843;4508.48;1.96;2131;4053
40844;7143.14;3.64;3235;7807
40845;10040.33;5.42;12179;3238
40846;4970.98;4.90;11209;3977
40847;5599.91;6.41;17951;5609
40848;11130.34;5.62;14574;5243
40849;4913.32;8.69;12002;901
40850;7820.47;9.06;13737;7996
40851;6283.61;5.54;8376;7456
40852;7593.99;5.65;17682;9978
40853;1202.11;5.93;5946;11098
40854;1852.94;1.18;12874;10362
40855;5755.34;6.46;6580;9912
40856;10888.45;5.55;4624;7372
40857;9323.19;3.25;13309;11878
40858;7121.66;0.38;9827;7118
40859;2542.73;0.89;19899;1087
40860;9657.76;0.39;7216;8085
40861;4552.96;6.30;17917;9871
40862;5875.51;6.74;6672;250
40863;966.74;9.79;9191;2608
40864;10363.84;9.97;18338;8725
40865;5118.41;7.07;12045;38
40866;8107.08;9.95;3366;7394
40867;2390.46;0.78;18283;4959
40868;284.22;9.41;8377;6147
40869;6157.15;1.25;7482;10102
40870;8808.75;1.59;9779;4485
40871;8039.49;5.33;1206;1289
40872;1054.99;5.52;17503;7578
40873;6579.64;1.40;4389;4947
40874;4764.13;2.85;16714;6833
40875;5361.2;7.64;3948;10261
40876;6837.05;7.10;394;7806
40877;2071.93;5.63;10477;6734
40878;1924.12;2.70;15289;1872
40879;5171.43;5.54;12892;5574
40880;11762.68;7.91;7054;5525
40881;9286.12;6.38;13369;7950
40882;1520.3;2.46;6118;6313
40883;5267.81;9.04;8414;10435
40884;2252.09;6.96;19020;10764
40885;10871.34;5.74;18221;3320
40886;2043.44;6.28;18344;8346
40887;2362.17;6.80;11938;126
40888;7842.09;8.15;18844;7517
40889;8650.29;7.99;6323;2047
40890;10185.18;9.01;11420;5416
40891;4716.28;6.38;1476;6355
40892;6311.79;6.71;4260;6603
40893;275.13;3.46;2036;904
40894;11700.56;6.54;11165;379
40895;1552.57;3.33;378;7951
40896;6076.12;6.39;6316;4546
40897;6773.08;6.06;8883;5111
40898;6229.88;1.86;1556;5136
40899;11182.0;8.58;19669;6445
40900;7049.34;0.40;10549;9415
40901;8500.15;4.03;18197;9059
40902;3099.63;2.05;11438;9769
40903;8581.62;4.88;5350;1462
40904;1038.97;8.34;19376;10094
40905;10397.92;3.25;17658;832
40906;10992.09;4.63;450;2619
40907;3341.8;6.96;13386;8313
40908;1048.75;1.16;19298;8952
40909;5448.12;2.65;3007;8404
40910;2193.59;5.92;15703;10827
40911;7501.54;5.32;2934;9634
40912;4856.47;4.90;17304;11314
40913;5046.79;3.37;19729;1937
40914;9704.14;4.61;6326;7374
40915;5397.82;4.04;14695;5075
40916;3808.32;8.26;4846;8361
40917;3128.88;1.80;10406;9006
40918;167.42;1.37;12150;10650
40919;6160.3;5.41;7179;9133
40920;8239.86;6.62;18707;3708
40921;2675.15;6.29;14184;3014
40922;4536.42;6.07;7944;11500
40923;1588.01;9.65;6142;8127
40924;6672.42;9.27;12092;4638
40925;10347.74;7.60;8184;3111
40926;2742.92;2.36;915;1434
40927;7235.45;2.88;2768;8354
40928;6615.17;8.60;13800;769
40929;797.25;1.38;11424;2145
40930;1113.99;1.02;10462;3499
40931;6530.3;8.94;19332;1616
40932;2190.16;3.57;8159;2271
40933;10627.19;1.36;8651;3237
40934;8322.61;2.38;4710;4200
40935;4154.69;6.38;3181;1712
40936;5435.9;5.59;12293;6216
40937;11553.67;6.33;18167;519
40938;8245.8;2.15;3403;1650
40939;3078.49;6.31;13328;12000
40940;4480.58;1.14;9315;8930
40941;5938.41;8.66;12741;3301
40942;6146.95;2.08;18049;10906
40943;7096.54;1.80;15775;5538
40944;2180.34;0.07;18793;2933
40945;1586.93;1.68;12089;4111
40946;8772.28;8.15;18901;287
40947;2606.52;0.36;4132;7311
40948;102.89;2.88;10915;4095
40949;9112.68;6.94;15368;6938
40950;1046.33;1.13;14777;8922
40951;6530.74;7.75;10366;6919
40952;6601.78;1.41;6841;5753
40953;11890.78;2.75;8688;328
40954;9120.51;1.97;19463;116
40955;8883.9;2.27;11168;7058
40956;5.58;6.95;8019;8578
40957;7520.91;6.88;1051;8309
40958;8105.41;7.24;7967;11610
40959;11351.03;7.00;7261;4404
40960;10574.16;4.36;9233;7727
40961;4336.5;5.69;12785;3350
40962;7066.89;3.86;14903;415
40963;9021.25;3.34;451;11097
40964;5737.53;2.90;6319;2357
40965;4375.88;6.28;14177;5055
40966;5439.23;7.40;10559;7916
40967;9964.69;5.61;5248;8997
40968;8255.75;2.54;17838;11317
40969;1373.17;4.24;17181;2363
40970;9643.9;4.81;6451;8781
40971;5729.98;8.15;1376;9187
40972;8286.62;8.00;10958;9882
40973;10200.54;2.37;10781;4429
40974;8576.42;8.45;11591;8598
40975;282.92;0.82;16666;11777
40976;10240.96;5.63;14509;3141
40977;4441.05;0.21;8297;5079
40978;219.8;2.71;8410;8094
40979;9694.47;2.50;11722;7887
40980;10669.29;6.15;10752;7805
40981;5779.14;0.93;15798;3675
40982;3265.69;1.66;17582;6931
40983;10919.04;0.96;4359;4591
40984;5910.14;4.71;7237;1484
40985;5778.13;0.74;32;11650
40986;2429.14;8.50;2922;3485
40987;7383.01;0.54;17621;988
40988;9389.78;6.83;17724;8621
40989;9.45;0.56;7910;4532
40990;5750.04;2.79;8350;155
40991;6135.76;1.11;14044;7569
40992;1811.44;5.09;3778;1798
40993;710.45;4.55;15158;521
40994;2253.83;9.46;18289;402
40995;688.3;2.31;230;3088
40996;5988.63;7.24;15027;6508
40997;3626.03;6.68;17549;6544
40998;704.64;5.93;18720;10308
40999;9037.6;5.35;17636;264
41000;6916.24;7.53;7770;8374
41001;6498.85;6.74;10465;9619
41002;10999.01;9.64;14841;9060
41003;2810.44;2.25;11646;1802
41004;7826.87;3.86;4624;3650
41005;3097.68;2.51;4534;4013
41006;857.74;2.95;13998;1837
41007;5568.06;5.04;17267;3625
41008;9258.3;6.78;5522;5005
41009;5914.94;5.25;10936;10630
41010;11569.68;1.62;16775;1851
41011;2994.84;5.59;5022;2192
41012;10922.86;4.73;3196;5505
41013;363.93;3.87;18460;10794
41014;6279.33;8.24;10479;439
41015;11465.91;8.54;13765;6008
41016;2657.71;7.61;4968;11530
41017;10569.36;5.47;2561;3444
41018;6363.88;1.49;9010;3
41019;7657.06;8.98;16600;1482
41020;1535.07;9.16;15536;5483
41021;9762.92;6.59;607;4154
41022;128.71;4.95;52;5536
41023;2955.54;1.42;11061;1751
41024;9571.19;7.36;14110;7773
41025;2258.33;6.46;6567;5875
41026;3009.31;8.58;11325;7474
41027;778.19;4.27;5902;7468
41028;1617.0;8.24;6704;1798
41029;2000.58;6.15;15936;11113
41030;3007.84;3.54;5273;9986
41031;6617.34;6.86;15394;2755
41032;9179.25;3.36;2296;8707
41033;3228.03;9.36;13142;7894
41034;4659.74;3.89;155;10005
41035;7206.79;8.52;16335;4277
41036;9009.68;1.62;1756;1397
41037;6854.95;4.42;58;6465
41038;7618.53;6.08;6182;10945
41039;6649.53;4.97;18501;8764
41040;2917.49;6.91;11550;3321
41041;11238.19;1.69;13618;8861
41042;4333.18;9.39;9578;9800
41043;3375.42;4.63;7216;9789
41044;6211.93;5.45;17603;1097
41045;5199.15;8.96;19662;8948
41046;6270.97;5.36;8308;9066
41047;4150.76;5.30;11545;8863
41048;3669.12;2.97;4217;191
41049;4163.3;4.47;11440;2309
41050;2240.14;8.10;4047;3704
41051;3400.5;6.93;19672;10744
41052;7534.11;7.47;6813;10595
41053;65.65;6.67;18859;142
41054;8953.27;7.25;15924;8983
41055;230.18;2.80;6791;9210
41056;6107.05;5.56;9298;488
41057;9992.01;4.40;14411;10402
41058;4182.99;3.22;18632;9015
41059;8833.36;7.51;15085;2832
41060;6559.52;3.05;19682;789
41061;9013.33;3.73;3385;1450
41062;8593.33;3.00;16401;11876
41063;868.51;6.17;10944;5958
41064;1626.61;4.52;18011;47
41065;323.47;1.44;13943;3737
41066;2695.07;4.65;4035;9090
41067;4556.69;7.61;8643;424
41068;10329.54;5.56;1890;8111
41069;9015.07;6.29;2146;1402
41070;11091.75;7.71;18032;387
41071;10436.02;1.66;12815;8426
41072;3426.98;8.70;15827;3468
41073;146.41;4.27;6702;11938
41074;11736.96;2.49;1904;5316
41075;2582.66;6.17;5540;6704
41076;3654.22;1.18;9758;11689
41077;6859.22;8.27;11182;5433
41078;466.36;8.51;1888;9593
41079;4774.33;1.21;1159;9668
41080;6699.82;9.79;8748;167
41081;11926.06;5.85;1994;7557
41082;33.54;1.13;12453;6699
41083;4566.06;2.58;18145;4665
41084;9071.31;7.93;18131;2968
41085;10793.72;1.13;17608;3163
41086;1781.66;3.51;10451;11230
41087;9591.46;5.29;4536;10308
41088;7019.59;4.12;6437;11184
41089;2859.35;8.59;10056;10235
41090;398.09;7.72;18943;9279
41091;6982.35;0.31;1600;11194
41092;5870.39;5.53;9295;4545
41093;8545.51;2.61;17328;7623
41094;6613.93;5.09;10154;2582
41095;1870.06;6.50;11538;3884
41096;11610.48;0.66;8381;1228
41097;4690.81;9.96;6363;11726
41098;2192.48;7.84;18582;4323
41099;11142.69;4.73;2418;8019
41100;713.28;8.97;9744;8596
41101;4993.55;8.58;10045;7763
41102;6177.3;9.38;9162;5023
41103;5037.41;5.49;2805;10165
41104;2345.53;2.34;3734;5688
41105;2840.88;9.98;17160;8665
41106;7776.41;6.98;9164;1177
41107;7633.99;0.90;19908;7452
41108;5976.77;8.15;8063;1312
41109;6806.82;3.27;17775;3350
41110;10212.07;9.77;11618;3539
41111;6762.31;7.83;17542;2349
41112;9114.08;7.32;15411;6411
41113;2161.78;4.26;11983;2749
41114;2383.87;4.49;5793;2383
41115;7236.09;2.67;17380;10184
41116;1032.86;6.67;18909;4801
41117;7773.72;2.56;5046;5963
41118;1173.12;3.95;882;501
41119;5836.85;7.17;8606;4413
41120;6355.24;2.16;8365;388
41121;453.03;8.99;10459;11473
41122;7025.66;7.19;15711;1871
41123;7464.46;5.71;19868;269
41124;2897.14;5.17;972;7739
41125;8242.18;4.20;11067;10622
41126;7311.85;5.65;18781;5508
41127;11269.74;3.53;12756;4693
41128;4840.83;7.29;4170;3975
41129;2111.45;9.35;976;4294
41130;5788.31;4.86;1522;11179
41131;11988.86;1.29;3143;7236
41132;8159.58;0.77;18253;6743
41133;10151.83;9.69;8311;7691
41134;790.54;4.18;18520;11995
41135;533.84;3.46;4880;10546
41136;6522.88;7.91;2924;8864
41137;6746.06;3.01;12568;8816
41138;3604.63;5.82;3956;5346
41139;5582.0;4.07;8192;4744
41140;2156.93;0.62;10881;6805
41141;6414.03;5.56;13224;8931
41142;5045.0;7.14;17034;306
41143;7419.96;0.45;3690;9133
41144;1248.82;6.75;9310;860
41145;7654.44;7.47;1477;10563
41146;815.16;8.50;3875;3971
41147;9733.46;3.44;18035;1125
41148;3038.34;1.47;16270;9937
